orf_id	5F	1C	4A	8H	2G	8G	5L	2K	6F	3D	7B
CNAG_00384	4.865261958	4.713516664	4.666052662	4.095366912	5.100251976	4.976846552	5.034315965	5.038217202	5.626709662	5.284911665	5.105071256
CNAG_00385	7.276312264	7.378496439	7.390413176	7.31562318	7.415787662	7.266583853	7.293324509	7.416540174	7.36235973	7.390766822	7.305741291
CNAG_00386	7.442360341	7.306513329	7.1255889	6.957994846	7.56484601	7.981099164	7.832880956	7.886572316	8.120131469	8.014326202	8.0859342
CNAG_00387	5.423919475	5.808383994	5.848620047	5.557337582	5.830477466	5.689231532	5.754168975	5.865590851	5.526099182	5.660961273	5.68160323
CNAG_00388	6.245094498	6.651465339	6.746913376	6.589070604	6.729618875	6.946972843	6.969753785	6.890337829	6.810325021	6.739320653	6.874125341
CNAG_00389	6.431804582	6.694216264	6.645504191	6.680728714	6.614700172	6.502172087	6.59928945	6.656619434	6.524393323	6.673936812	6.487172503
CNAG_00390	5.879654883	5.966220933	6.053027837	5.715743365	5.950813428	5.828908168	6.062507044	6.103276025	5.909826147	5.966801732	6.102643326
CNAG_00391	5.209714513	5.06486478	5.155415171	5.070798961	5.508122923	5.56744676	5.572910141	5.706630578	5.641815064	5.766294129	5.573887537
CNAG_00392	4.710668595	4.754493137	4.698061353	4.69814505	4.875421916	5.277080895	5.069586798	4.94157206	5.254604312	5.154020232	5.129305826
CNAG_00393	6.772693557	7.512508581	7.232178818	6.721145188	7.193563534	8.044573637	8.248497943	8.403165228	7.954584933	7.842897983	7.974972689
CNAG_00394	4.813602303	4.881479715	4.994608219	4.82100001	5.263492675	5.781289483	6.087303144	5.943712175	5.88210767	6.055046035	5.892166757
CNAG_00395	6.970426904	6.838681853	7.058131079	6.887235779	6.927447605	6.969512032	6.940113058	6.949522465	7.137845103	7.050282502	6.876513532
CNAG_00396	6.245094498	6.379405956	6.742315723	6.849751463	6.245349373	5.928905283	5.974862503	5.890461228	5.871894709	5.929935086	5.922531006
CNAG_00397	5.569450388	5.683603942	5.939790785	5.735608523	5.245846092	4.302841586	4.683846067	4.512344407	4.762949254	4.37343772	4.438822896
CNAG_00398	6.067802887	6.215077291	6.234220447	6.275197061	6.240011191	6.148273998	6.084842625	6.157558316	6.186091085	6.149700145	6.059153624
CNAG_00399	6.734620257	6.237962112	6.489641822	6.61253682	6.40492016	6.751435366	6.592376979	6.341958278	6.740473546	6.590339637	6.235095207
CNAG_00400	8.775843658	8.158998811	8.295337925	8.880463524	8.039091482	7.776455411	7.447793748	7.292339606	7.463593784	7.189359054	7.046280618
CNAG_00401	5.907300496	6.115237783	5.751296807	5.619241374	6.187364152	6.422725249	6.493810761	6.485987498	6.575634922	6.64335608	6.424901403
CNAG_00402	8.070490782	7.99891701	8.086298838	8.130615794	7.882886199	8.127089109	7.991041145	8.092973738	7.96723206	7.832947778	7.991041642
CNAG_00403	4.958065046	5.381223273	5.249138557	5.116968609	5.447659168	5.340709585	5.353346272	5.415940968	5.234816504	5.461361517	5.288424431
CNAG_00404	5.009990596	5.407153616	5.64364664	5.500419639	5.220772537	4.625916652	4.670780318	4.575052866	4.580568398	4.6181959	4.687575711
CNAG_00405	6.319000921	6.579988649	6.820005616	6.594519862	6.67132179	6.338647129	6.318505699	6.400267624	6.297115206	6.340371556	6.351260698
CNAG_00406	4.388535153	5.509874422	4.807746468	4.548953876	5.308388462	6.338647129	6.421550416	6.370523891	6.312300668	6.478077756	6.476191736
CNAG_00407	8.266275587	8.128706008	8.055743375	8.264263622	7.885737624	8.774475239	7.938861753	8.028334398	8.454191862	8.274854348	8.157890399
CNAG_00408	5.537962166	5.745891835	5.659990222	5.59044075	5.643665739	5.694653248	5.586888577	5.666876583	5.944351049	5.667374844	5.582690011
CNAG_00409	7.341600481	7.508236386	7.329390297	7.384348553	7.392720336	5.87739104	6.014187024	5.960251602	5.671559518	5.847612402	5.856318063
CNAG_00410	7.498875941	7.484945343	7.587841467	7.376989206	7.569109549	7.646104928	7.631815642	7.649279246	7.574811034	7.558009687	7.567565532
CNAG_00411	6.043093064	6.268594955	6.108862041	6.055724853	6.477784963	6.774659528	6.719950821	6.70087735	6.677366458	6.603777513	6.65097407
CNAG_00412	2.287867041	2.431913418	2.108950201	1.853317668	2.516854261	0.971851806	1.883148719	1.949643976	2.195758293	1.89027965	1.773827387
CNAG_00413	8.002906913	7.807052261	7.809151147	7.871795405	8.002779426	8.065126007	7.825530892	7.982225252	7.933256848	7.793912399	8.019414235
CNAG_00414	5.46914056	5.583195881	5.958410955	5.597694987	5.546107714	5.507098386	5.273488435	5.338528388	5.526099182	5.158580113	5.067938567
CNAG_00415	4.813602303	5.235838279	5.06502967	4.905267785	5.294722584	5.718801941	5.832523901	5.845381173	5.840814734	5.69588822	5.740476035
CNAG_00416	4.633317657	4.57659004	4.801866767	4.487798432	4.852284972	5.16436937	4.982384535	4.89317119	5.41794282	4.95345171	4.871222465
CNAG_00417	9.838058451	9.798170553	9.658559998	9.557965613	10.08337704	10.05533745	10.09380862	10.15505878	10.2870974	10.27699654	10.27083899
CNAG_00418	9.053929768	8.715157247	8.325876465	8.23315934	9.247577108	9.232609454	9.259765891	9.327983937	9.803736975	9.766044822	9.796273096
CNAG_00419	4.396360207	4.007766967	4.442439656	4.021772623	4.188914855	4.047161167	3.877325024	3.732446434	4.456204139	3.791958328	4.013386615
CNAG_00420	4.865261958	5.069511568	5.015081823	4.556419201	5.432138816	5.381621279	5.452108218	5.409072615	5.319922363	5.431528744	5.368654665
CNAG_00421	5.623786765	5.884194304	5.851469145	5.834101855	5.877074195	6.077409612	5.732325507	5.868097271	5.800998868	5.625167739	5.84172539
CNAG_00422	6.337408916	6.383143647	6.314878162	6.233892647	6.510667312	6.871189254	6.602733305	6.770858205	6.78469555	6.767952803	6.835366643
CNAG_00423	3.91986184	4.570046356	4.034612945	3.430070504	4.647110733	5.456933568	5.744847957	5.568594828	5.800998868	5.651287139	5.673385706
CNAG_00424	6.550518839	6.555353878	6.73924246	6.714487249	6.328178577	6.372868582	6.15454722	6.29616041	6.184028757	6.117272889	6.146840158
CNAG_00425	2.353651105	2.460498545	2.885459935	2.474144709	2.444438497	1.453354418	2.242314424	1.74668469	1.906594516	2.168665449	2.069350512
CNAG_00426	6.171763039	6.219265259	6.555769023	6.565216378	6.362972755	6.412890799	6.200729397	6.363435338	6.175749839	6.072065195	6.071713602
CNAG_00427	6.385378651	6.410871865	6.339439826	6.268394592	6.534119618	6.764383805	6.782022627	6.765490531	6.777874588	6.806234967	6.887211735
CNAG_00428	4.865261958	5.1981429	5.089369743	4.939928342	5.284387547	5.587986115	5.504597773	5.715008621	5.558300147	5.50139962	5.570941403
CNAG_00429	3.962652974	3.998049966	3.592137877	3.682900663	4.414175426	5.391670463	5.256097854	5.082058152	5.577281289	5.435291752	5.385520942
CNAG_00430	3.033300056	3.432320718	3.09229882	2.97522313	3.525308194	3.932525719	4.018094785	3.90835028	4.242950901	3.904824232	3.951303188
CNAG_00433	5.523743724	4.701592106	4.915135566	5.006847095	4.745828886	4.940798925	4.728666257	4.675774409	5.262444062	4.974293565	4.419299558
CNAG_00434	5.698475563	5.384956264	5.069930647	5.116968609	5.899820074	5.846063123	6.087303144	6.173857824	6.118588916	6.197014061	6.210695964
CNAG_00435	4.122152978	4.206486122	4.15941735	3.886158953	4.253918711	4.330966287	4.381036962	4.141694716	4.548866104	4.207321565	4.200387669
CNAG_00436	6.790617893	6.872313516	6.9795714	6.685843128	6.988143218	6.933278349	7.018270479	6.984594971	6.861548147	6.844942766	6.92577342
CNAG_00437	4.20468375	4.410716854	4.51611173	4.145726732	4.546914125	4.670621698	4.759849055	4.78060337	4.939584395	4.916237876	4.735725089
CNAG_00438	5.640355588	5.915503352	5.790423617	5.445190609	5.81858927	5.585069764	5.533756072	5.586969452	5.703585328	5.711488819	5.516855541
CNAG_00439	7.290028514	7.187585247	7.298404921	7.053414119	7.295718456	7.244574236	7.345645865	7.338257012	7.391249857	7.209275567	7.330340401
CNAG_00440	4.942115814	4.93847547	4.920572132	4.802283966	4.898193655	4.735184517	4.982384535	4.878328522	4.671698199	4.701801977	4.777215827
CNAG_00441	8.041467563	7.616985802	7.105442	7.192864508	8.105663508	8.789754823	8.986158614	8.848017955	9.205199539	9.165298142	9.154403344
CNAG_00442	6.708144306	7.190787745	6.522190533	6.749103572	6.655369666	6.810058908	6.738854376	6.422606128	6.659665309	6.625350578	6.421634396
CNAG_00443	4.340672016	4.007766967	4.103153517	3.966807523	4.08952678	3.065623575	2.886821748	3.021653503	3.290094568	3.058034067	3.082796612
CNAG_00444	4.508911529	4.55686927	4.494402417	4.585900097	4.760816517	4.597255776	4.396992815	4.479937509	4.773960267	4.486566024	4.49585606
CNAG_00445	7.689262683	7.776826191	7.86590745	8.042987014	7.477573508	7.471554504	7.18031724	7.16766525	7.13571259	7.172549317	7.140702574
CNAG_00447	7.90070861	7.942405872	7.590401905	7.419569485	8.14427565	8.239857342	8.56637091	8.583656138	8.393907864	8.438471823	8.446933659
CNAG_00448	7.5758323	7.634339637	7.466720179	7.421614769	7.656518977	7.585379241	7.654392997	7.753949662	7.540564726	7.666040761	7.695484458
CNAG_00449	5.714212981	5.553649708	5.450470394	5.310400291	6.004270136	6.289330979	6.180130159	6.138998521	6.56140622	6.356337601	6.318261187
CNAG_00450	8.541016822	8.713673745	8.859599402	8.72601109	8.672696319	7.825467443	7.810717464	8.155866774	7.891527799	7.955927422	8.117573616
CNAG_00451	4.653047655	4.634184741	4.572455147	4.304885037	4.929482055	4.654019219	4.790372094	4.932020919	4.712332479	4.63137797	4.918344119
CNAG_00452	2.617386633	2.488528282	2.992583013	2.67953048	2.794412952	2.313987639	2.093595717	2.677491685	2.983604373	2.306533886	2.286047818
CNAG_00453	7.626610765	6.849529523	7.234363281	8.261982458	6.900632596	7.5998993	6.200729397	6.469576277	6.369679422	6.032865039	6.282689593
CNAG_00454	3.91986184	2.670824551	3.238762597	3.850165666	2.25983292	3.604140228	0.781678998	1.027051414	2.259821544	1.164645298	1.233093945
CNAG_00455	5.695307374	5.331794379	4.909678436	4.789670337	5.837563644	6.550814107	6.297408283	6.283072108	6.775137148	6.597074221	6.67449624
CNAG_00456	10.83654319	11.1238413	10.43963134	10.41710199	10.96620627	10.29805278	10.71134627	10.69599192	10.2090018	10.81010436	10.88966209
CNAG_00457	10.70872997	10.61928509	10.5714019	10.69344931	10.64806644	10.2267515	10.27051863	10.38268119	10.38763314	10.42544499	10.44456417
CNAG_00458	6.65368861	6.990960975	7.028226213	6.861852735	7.15720947	7.084456545	7.109457497	6.936445872	7.375070405	7.239720435	7.160436212
CNAG_00460	5.287513868	5.941085002	5.586651369	5.615672582	5.90657449	5.558553869	5.901258797	5.890461228	5.148610106	5.618563326	5.804584581
CNAG_00461	7.789229903	7.885568277	7.574108515	7.956053575	7.697341269	7.308737038	7.529679329	7.47854346	7.036332933	7.38201959	7.497922088
CNAG_00462	7.973785006	7.753192203	7.510639302	7.902873971	7.915621233	7.595558606	7.869794652	7.535628441	7.867955358	8.050350592	7.910011155
CNAG_00463	4.396360207	3.358298702	4.054530479	3.723257179	4.02477742	3.380195034	3.036930491	3.158993137	4.227013505	3.388182218	3.254207919
CNAG_00464	7.707461096	7.745953275	7.697994917	7.562667108	7.841775712	8.000928882	7.849645331	7.917755699	7.978579944	7.896430243	7.956466935
CNAG_00465	8.292719953	7.709947804	8.388516996	8.794295516	6.992382453	6.035295941	5.401596373	5.46974146	5.025018851	4.76297105	4.49585606
CNAG_00466	5.672933075	5.677529067	5.65347499	5.777733691	5.709520018	5.587986115	5.576417468	5.756184212	5.592910346	5.585079998	5.358439433
CNAG_00467	4.479745905	4.865536514	4.807746468	4.456220276	4.870824116	5.305707306	5.328602275	5.245202096	5.367949265	5.350149787	5.313318038
CNAG_00468	7.197889712	7.275678363	7.103053172	7.139188135	7.122818833	7.109027731	7.139406465	7.170714057	6.950373044	7.218039856	7.179903565
CNAG_00469	6.134820292	6.060268861	6.148784914	6.252396308	6.155584608	6.243827344	6.084842625	6.183952288	6.15694672	6.098410441	6.150791715
CNAG_00470	6.192135018	6.108480119	5.961051469	5.897196534	6.105584821	5.870221665	6.094659624	6.14727681	5.909826147	6.074480196	5.92484046
CNAG_00471	5.929041784	6.110736192	5.87125683	5.784106688	6.073931608	5.771061042	6.133272946	6.12858341	6.040951938	6.216825897	5.983624197
CNAG_00472	4.43486123	4.536875188	4.004211375	3.641382686	4.973034514	5.1045297	5.397636596	5.27572838	5.258529512	5.3777893	5.447872601
CNAG_00473	6.473087884	6.573460398	6.357590492	6.140124037	6.752293724	6.676694716	7.007917753	6.943593249	6.820981633	7.090212403	7.05579508
CNAG_00474	5.182820288	5.446982418	5.607025441	5.54987702	5.191573077	4.608788542	4.396992815	4.47336785	4.535987521	4.404483144	4.303380636
CNAG_00475	6.060434277	5.981094931	6.030577612	6.037169145	5.879364989	6.158119203	5.754168975	5.739854725	6.230732041	6.045229892	5.981407024
CNAG_00476	3.536572829	3.403166061	3.632450829	3.413723111	3.75224124	3.098717409	3.682790047	3.506565188	3.833310964	3.719741715	3.297626137
CNAG_00480	6.323111933	5.503020292	5.676150727	6.066221936	5.519917429	5.745168103	5.369609599	5.479609451	5.73491562	5.720768841	5.60590404
CNAG_00481	2.416565903	1.832031586	2.416565903	2.40966066	1.72028359	1.232598384	0.875774487	1.16390172	1.322574405	1.164645298	1.233093945
CNAG_00482	7.793680679	7.834612115	7.830246011	7.817685711	7.779360476	7.509733739	7.774532058	7.850903595	7.449927325	7.641004406	7.72957033
CNAG_00483	10.87747756	10.92953949	10.78093307	10.8090913	10.8760944	10.60985658	10.59350628	10.72859737	10.6272353	10.70696651	10.7302028
CNAG_00484	5.3248948	5.852190693	5.831406278	5.671740205	5.632844387	5.269834651	5.621253364	5.546857733	5.580420675	5.476049711	5.405503596
CNAG_00485	9.26283695	8.409078605	8.951428656	9.797694611	7.813303818	6.868793133	5.540954487	5.646581105	5.737730377	5.43904497	5.160998042
CNAG_00486	6.502387057	6.412701601	6.424169935	6.467629129	6.47172499	6.455030854	6.415688476	6.554502892	6.409058338	6.342377001	6.337458054
CNAG_00487	5.118045928	4.94860069	5.353313677	5.127030925	5.044183672	4.526053365	4.372992368	4.237856522	4.843553565	4.701801977	4.464449712
CNAG_00488	5.369305178	5.215018111	5.19184085	4.995907309	5.263492675	4.75088366	4.796399967	4.562727336	4.535987521	4.883557998	4.660114972
CNAG_00490	6.469383293	6.429065629	6.555769023	6.661819198	6.27523156	5.191467249	5.332755859	5.436351986	5.445751514	5.446522241	5.434968011
CNAG_00491	6.012871548	6.005549144	6.127786963	6.362958842	6.06791853	5.96524759	5.729177838	5.863080069	5.884649654	5.894837133	5.896879979
CNAG_00492	2.817147597	2.854353123	2.863046645	2.810172648	2.630012072	2.00043324	2.206547147	1.911272253	2.568864742	1.652370726	1.732237666
CNAG_00493	6.310743587	6.35867375	6.531103028	6.463664335	6.140383797	6.264025978	6.082377901	5.917332379	6.038671167	6.002749714	6.042235063
CNAG_00495	4.364802065	4.689568164	4.819434465	4.541449721	4.95577098	4.724622702	5.132886356	5.05591377	4.978181153	5.246875854	5.137294387
CNAG_00496	5.763449238	5.74879189	5.748242637	5.698977526	5.853963947	5.858192961	5.861562435	5.782995889	5.662700396	5.705268808	5.722003076
CNAG_00497	7.800331204	7.635123509	7.757683972	8.052917256	6.991323812	6.458221981	6.293151524	6.209872047	6.154842277	6.059929173	5.920217849
CNAG_00498	5.227369444	5.496133442	5.218568985	5.106835619	5.056383103	5.776184327	5.638133593	5.628954804	5.677435521	5.601918799	5.611649648
CNAG_00499	6.108862041	6.144160651	6.08485135	5.806193054	6.351467683	5.718801941	5.847116228	6.057890928	6.072509827	5.984887686	5.992458974
CNAG_00500	6.927869154	6.934767924	7.150093979	7.066544501	7.051475939	7.16575993	7.123910612	7.158479979	7.299929824	7.155541408	7.131733605
CNAG_00501	2.95068336	3.311991071	3.167388554	2.376304567	3.571375272	3.268293439	3.758847245	3.78644578	3.580863799	3.871881801	3.726176
CNAG_00502	5.72668047	5.540321307	5.389048465	5.185974099	5.976719953	5.958502776	6.044892659	6.040218745	6.063563506	6.142812543	6.138904425
CNAG_00503	5.685760846	6.254380531	5.834289541	5.604912929	6.285632159	6.547821559	7.056444706	6.902615113	6.426608583	7.111535351	7.00321804
CNAG_00504	5.915491922	6.05559216	5.828517242	5.688823696	6.081910256	6.234551821	6.32059857	6.434492806	6.152734759	6.496204832	6.410141258
CNAG_00505	6.904739152	6.897359291	6.941303803	6.873853347	6.82896157	5.582147505	5.844209546	5.902737466	5.795606084	5.830568775	5.809592282
CNAG_00506	4.887641122	4.701592106	4.544558478	4.390911539	5.088419419	5.558553869	5.425129476	5.565509508	5.720758866	5.605263102	5.676130085
CNAG_00507	2.353651105	2.342594076	2.907530338	2.929960701	2.341857821	1.928628209	0.964106844	1.560873145	2.228145482	1.488182798	1.233093945
CNAG_00508	6.275112904	6.308452497	6.445068761	6.485337088	6.183661512	6.315959813	6.05246803	6.229498181	6.131488499	6.005283474	6.154732478
CNAG_00509	8.328946173	8.282212712	8.077808337	8.044315002	8.555464715	8.508505986	8.58520796	8.614957995	8.602079817	8.707906641	8.801653909
CNAG_00510	5.799304152	5.838643443	5.723573684	5.626352583	6.07593041	5.806547749	6.062507044	6.049081895	5.961308535	6.088885922	6.15669883
CNAG_00511	3.238762597	3.343027385	3.493447944	3.363539243	3.762206039	2.640462946	3.280012325	2.829265926	3.407874379	3.275147833	3.032283489
CNAG_00512	6.922460068	7.070769038	6.923814242	6.711146722	7.193563534	7.205230474	7.398119243	7.370435422	7.3723561	7.403308812	7.464975091
CNAG_00513	5.249138557	4.646677211	4.340672016	4.135794419	5.551863769	6.381298596	6.417645104	6.25078296	6.748869083	6.578477936	6.631310696
CNAG_00514	5.937111033	6.246194678	6.010324278	6.055724853	6.125021118	6.425988558	6.293151524	6.410620699	6.52602248	6.362279606	6.328763858
CNAG_00515	4.565531388	4.928278686	5.015081823	5.127030925	4.625438453	4.365368258	4.155750542	4.313367968	4.274307044	4.162621789	3.736730462
CNAG_00516	4.801866767	4.783065483	4.813602303	4.657069739	4.705083549	4.012848874	4.028374998	4.002615953	4.083927931	3.978885064	4.153892872
CNAG_00517	6.841660109	7.004370471	6.58002038	6.667000967	7.127644616	6.950376252	7.332223791	7.226473476	7.031753117	7.354461781	7.26985577
CNAG_00519	5.862809605	5.742985938	5.982003384	5.982798651	5.599884627	6.506802585	5.97220236	5.936565389	6.612906021	6.492597592	6.381842132
CNAG_00520	7.623280576	7.535362336	7.161618369	7.188066529	7.79582574	8.143040612	8.090671527	7.967106791	7.989248853	7.903238989	8.082835173
CNAG_00521	7.269937435	7.461272108	7.734721229	7.862791444	6.834875331	6.451832653	6.282454349	6.457976325	5.927191872	6.0303793	5.954531707
CNAG_00522	8.881020558	8.947788013	9.353555611	9.644351265	7.908348384	6.853120578	6.695967645	6.745181991	6.31607219	5.987452984	5.910927955
CNAG_00523	5.491230433	5.30446031	5.530870461	5.488761536	5.410125939	5.63668283	5.497215178	5.495907577	5.516297053	5.571466002	5.495262115
CNAG_00524	6.180852785	5.923225588	6.12543488	6.186567785	5.928863521	5.599592922	5.54454027	5.593042687	5.462863622	5.251151916	5.358439433
CNAG_00525	6.067802887	5.824967775	5.862809605	5.682014556	6.311310277	6.38800732	6.349584388	6.439557268	6.655205877	6.426075688	6.53179433
CNAG_00526	4.685342969	4.615240838	4.747842474	4.636085045	4.505988791	4.337912621	4.404905051	3.858802341	4.718045064	4.529445068	4.177327565
CNAG_00527	6.969115803	6.927107387	6.775696454	6.61253682	7.175966986	7.364225748	7.528774443	7.416540174	7.463593784	7.48998664	7.596102934
CNAG_00528	5.617105585	5.692668561	5.787451249	5.515818665	5.83520545	5.47595037	5.713335644	5.583923221	5.473034301	5.431528744	5.617372466
CNAG_00529	5.316671227	5.244082938	5.079682936	4.839476357	5.245846092	5.340709585	5.713335644	5.559319004	5.909826147	5.956364184	5.697899176
CNAG_00531	10.77700479	10.75176517	10.67625687	10.7843699	10.6003472	9.713490493	9.856961643	9.757789927	9.716180186	9.859505653	9.887605755
CNAG_00532	5.854312628	5.897322412	5.766471418	5.568456581	6.091821914	5.949460357	6.114095466	6.044657126	6.135762856	6.291385071	6.134920129
CNAG_00533	6.943975785	7.235925775	6.98477092	7.006493213	7.163802378	7.256537774	7.19179607	7.250686835	7.15163013	7.146387867	7.20956821
CNAG_00534	9.06379045	8.930650545	8.887975213	8.843182053	9.141348574	8.989617471	9.127049124	9.263761529	9.200616356	9.331003629	9.17467966
CNAG_00535	6.393220799	6.492726469	6.456341794	6.455701908	6.897245403	7.044675523	7.027268572	6.985749497	6.9600471	6.943356822	7.107540126
CNAG_00536	7.808418208	7.669964086	7.566325893	7.619900869	7.864502399	7.796134382	7.943622369	7.954189326	7.955794209	8.148172212	7.858993494
CNAG_00537	5.828517242	6.088015106	6.05055055	5.671740205	6.018889777	5.309245997	5.018931868	5.260545976	4.997099092	4.827390655	5.129305826
CNAG_00538	6.784667824	6.648362674	6.391264254	6.208056284	6.827775904	6.629352105	7.076398662	6.979967608	7.054508185	7.144090378	6.886026956
CNAG_00539	7.206816831	7.054453686	7.346657715	8.083596646	6.522441119	4.556149229	4.474227749	4.399055361	4.297384858	4.557339059	4.489629248
CNAG_00540	0.760248453	0.244597421	-0.157795308	1.401501279	1.120518091	0.463145014	0.572797959	0.515553719	0.908478681	0.746921461	-0.329248338
CNAG_00541	3.853196959	3.865385702	3.759229989	3.921276072	3.867503291	3.876379716	3.954825973	3.629842019	3.944695388	4.135121671	3.857705008
CNAG_00542	4.942115814	4.689568164	5.055177484	5.001387571	4.705083549	3.977700592	4.165098228	3.878826176	3.895129411	4.135121671	3.726176
CNAG_00543	5.704791145	5.728368006	6.045583178	5.685423143	5.724887609	5.742553065	5.694092484	5.934175238	5.486484623	5.43904497	5.431723746
CNAG_00544	5.431555443	5.592911651	5.695307374	5.488761536	5.531616292	4.994538136	5.341027322	5.3917573	5.266348019	5.408742219	5.418673237
CNAG_00545	6.427992309	6.399844447	6.379468938	6.275197061	6.572850868	6.73442676	6.760599955	6.754694897	6.769646635	6.673936812	6.750677957
CNAG_00546	7.416620554	7.412727402	7.661933059	7.574664616	7.19724088	7.243649842	6.969753785	7.043437836	7.181914795	6.987595222	7.006492698
CNAG_00547	8.025788457	8.080601754	8.02073494	7.884455584	8.173505054	8.319220817	8.160685963	8.073015402	8.299431186	8.21317732	8.240865373
CNAG_00550	4.044606084	4.180946777	3.962652974	3.329086522	3.93071833	4.030107026	4.219947063	4.125025619	4.218978295	4.550415959	3.808525667
CNAG_00551	8.011848465	8.135923741	8.339131614	8.081010885	8.182345182	8.147001081	8.225785174	8.262595139	8.343521502	8.212081001	8.140607625
CNAG_00554	6.681173377	6.538693854	6.737703371	6.939557657	6.36133478	6.181477145	5.909624894	5.995067357	5.932115355	5.990013728	5.819555837
CNAG_00555	6.092096609	6.039103277	6.127786963	5.908907897	5.942073499	5.747778409	6.021924917	5.957900404	6.088033627	6.069646144	6.106717639
CNAG_00556	7.281603189	7.519317887	7.448959326	7.34393885	7.511199413	7.759094188	7.81220567	7.838815324	7.61669761	7.758304774	7.781466971
CNAG_00557	6.134820292	6.356774147	6.333338501	6.324125268	6.504744179	6.837275895	6.557308919	6.650808552	6.652225246	6.583573469	6.552851748
CNAG_00558	6.192135018	6.302543613	6.298268289	6.021072059	6.40492016	6.759218367	6.587170804	6.449633166	6.706394131	6.686621474	6.60994108
CNAG_00559	8.118587694	7.251345131	8.122131139	8.903696108	6.564333335	5.0673971	4.183613838	4.222268101	4.357179654	4.242110248	4.260137872
CNAG_00560	7.835291994	7.763266067	7.732404724	7.809898929	7.833529293	7.713085815	7.762265719	7.829842912	7.699157769	7.714846566	7.741410911
CNAG_00561	6.726883522	6.612194015	6.485979549	6.451704154	6.850138612	6.905493102	6.968419608	7.095703273	7.085774106	7.103280501	6.993349229
CNAG_00562	6.576580759	6.56196439	6.335375144	6.219857474	6.833694516	6.759218367	6.904279423	6.977648349	6.808987393	6.878498935	6.8329093
CNAG_00563	6.518610061	6.429065629	6.54348874	6.687543912	6.21845872	5.642305275	5.838378555	5.663994651	5.331148247	5.692747754	5.625914351
CNAG_00564	6.077569521	6.176828231	6.34146788	5.914728119	6.21483513	5.996313047	6.191610472	6.122298061	6.204520558	6.103149224	6.042235063
CNAG_00565	8.701998353	8.879305652	8.691303955	8.604790203	8.809921264	8.780224063	8.915914933	8.998874713	8.617061818	8.706350289	8.802596089
CNAG_00566	6.937286528	6.850879765	7.01176514	7.270945597	6.581318409	6.307138035	6.177823093	6.077516765	5.83030415	5.935259781	5.963545888
CNAG_00567	5.931736551	5.833188722	5.714212981	5.531055059	6.02717782	6.537298484	6.491954817	6.490874681	6.605220214	6.452311012	6.426532136
CNAG_00568	2.287867041	2.788235436	2.287867041	1.645024876	2.341857821	1.3471947	2.132237147	1.871851997	1.492185345	2.339036443	1.929142665
CNAG_00569	6.645504191	6.584865525	6.638923061	6.672164192	6.607809048	6.467753227	6.390007848	6.60796478	6.382326052	6.372128884	6.476191736
CNAG_00570	8.050793881	8.070785389	8.259856154	8.134361835	8.13039786	7.851791464	7.91412732	8.036156627	7.877558221	7.847141438	7.912340721
CNAG_00571	6.703421221	6.706201689	6.749970358	6.567065387	6.873309728	6.815045795	6.897285118	6.849065135	6.934513021	6.871572139	6.810602801
CNAG_00572	6.416494672	6.394298967	6.500573188	6.256985378	6.380868799	6.625099258	6.532244022	6.64789431	6.690501234	6.628641064	6.671748749
CNAG_00573	7.088636544	7.179010331	6.950634169	6.907809251	7.092533214	6.827438115	7.011808736	6.98805578	6.995757808	7.155541408	6.810602801
CNAG_00574	6.033089403	5.993373851	6.077569521	5.985566395	6.140383797	6.236411702	6.234421036	6.179922974	6.169509323	6.227716037	6.210695964
CNAG_00575	8.415721331	7.066126306	8.27691157	9.224178261	6.077926448	5.619682816	5.179755925	4.863331561	5.301016235	4.963910274	4.464449712
CNAG_00576	5.934426295	6.00069135	5.968944137	5.664849762	5.972434376	6.238269189	6.537651852	6.510259519	6.416104076	6.379960178	6.246218712
CNAG_00577	4.842530169	5.172454106	4.958065046	4.869753971	5.006953938	4.884980265	5.069586798	5.069045184	4.968628336	5.040022376	5.021216618
CNAG_00580	6.844522972	6.649914841	6.34146788	6.332845736	6.975350258	7.201426879	7.337400915	7.223540373	7.404595495	7.435604575	7.360510942
CNAG_00581	10.17574159	10.22908838	10.01334277	10.38863215	9.815273496	9.118746288	9.269278193	9.190050213	8.749168556	8.963475459	9.023947987
CNAG_00582	7.088636544	6.902577134	6.931912701	6.893143912	6.82183291	6.324727977	6.421550416	6.388094379	6.347738179	6.309950468	5.999049733
CNAG_00583	7.699576933	7.864331996	7.70194671	7.715526874	7.742083951	7.90304094	7.975186015	7.826624908	7.687558423	7.680381079	7.885913674
CNAG_00584	8.86771363	8.792028301	8.833539025	8.880835233	8.84257437	8.556194069	8.595615691	8.736874909	8.641315434	8.674467438	8.539510893
CNAG_00585	4.404143049	3.886606592	3.053235599	3.446234736	4.842925289	5.558553869	5.805879903	5.66110695	6.079183349	6.138202472	5.994659241
CNAG_00586	3.930679199	3.754330259	3.91986184	3.897959892	3.659318287	3.082265382	3.546376459	3.091956986	3.746536891	3.478484505	3.433584991
CNAG_00587	2.590353456	1.91699104	1.502284061	2.376304567	1.295394321	1.773316395	1.465657328	0.294867067	2.350879065	1.23541798	0.561845423
CNAG_00588	3.619137949	2.89680601	3.111440823	4.629021764	2.080309556	2.256492945	1.883148719	1.16390172	2.290817036	1.545013768	0.561845423
