genes	logFC.A	FDR.A	logFC.AL	FDR.AL	groups	coarse_groups
CNAG_00730	-0.223026950277516	0.0960111160564398	-0.441172042156894	0.0121590221931161	AMB-LF down only	AMB-LF only
CNAG_04906	-0.144420492154111	0.0961367441046088	-0.0542041150324928	0.569459548575238	Not significant	Not significant
CNAG_05967	-0.342081644358761	0.096247204490645	-0.0688491814155206	0.765360365230413	Not significant	Not significant
CNAG_04880	0.211356175087329	0.0965162217974984	-0.114667102936339	0.409855718822157	Not significant	Not significant
CNAG_04114	-0.346271069724808	0.0966384996020488	-0.592360414967419	0.0235387214835526	AMB-LF down only	AMB-LF only
CNAG_05281	-0.489994817670691	0.0966850732983308	-0.501008702810771	0.13104861797914	Not significant	Not significant
CNAG_03028	-0.309817738723422	0.0968914949872378	-0.251651842771392	0.224244539062399	Not significant	Not significant
CNAG_03305	-0.202043753401983	0.0971520622184849	-0.0793108079772878	0.553490951711435	Not significant	Not significant
CNAG_03699	-0.170991796900699	0.0971785235806919	-0.0598723366594038	0.597447942105874	Not significant	Not significant
CNAG_05809	0.197412645986097	0.0973721887559308	0.0818166456700206	0.530071981594784	Not significant	Not significant
CNAG_04730	0.470557008967526	0.0978232371184939	0.502609659625766	0.112223381807789	Not significant	Not significant
CNAG_02364	-0.226747029648903	0.0980456437614521	-0.42833094247745	0.0146693872108962	AMB-LF down only	AMB-LF only
CNAG_03746	0.771052599995137	0.0980456437614521	0.50447987697104	0.316068140560846	Not significant	Not significant
CNAG_04884	-0.417436275572905	0.0980461824820226	-0.561567763616687	0.0588961616569742	Not significant	Not significant
CNAG_07865	0.24143014446492	0.0980529521093831	0.0301960008643253	0.855543676731515	Not significant	Not significant
CNAG_06483	-0.213509387366296	0.0981542523467531	-0.106224522647207	0.45133315164974	Not significant	Not significant
CNAG_01911	0.181836519454758	0.0983469822175159	0.388233359550424	0.00816026697999702	AMB-LF up only	AMB-LF only
CNAG_00068	-0.538526136124592	0.0983648788523404	-0.929532188511051	0.0236588040766471	AMB-LF down only	AMB-LF only
CNAG_01562	0.505004964197008	0.0987823906017625	0.183671573469949	0.582401340730752	Not significant	Not significant
CNAG_03043	-0.581133038032871	0.0988060406565799	-0.690050267266779	0.0831747890540447	Not significant	Not significant
CNAG_04878	-0.203403168278918	0.0988701686153836	-0.154102044699866	0.253577202066018	Not significant	Not significant
CNAG_05330	-1.02012727144867	0.098944328061254	-0.660366259024142	0.299078506666718	Not significant	Not significant
CNAG_04184	-0.204901403865701	0.0989788587585656	-0.263097679485815	0.0677392555289218	Not significant	Not significant
CNAG_07005	0.318613952816944	0.0993042306765149	0.528456114573364	0.0251808726065166	AMB-LF up only	AMB-LF only
CNAG_03303	-0.342796232100307	0.0996187542016505	-0.567566554132584	0.0277509321129506	AMB-LF down only	AMB-LF only
CNAG_00416	-0.347060362633872	0.0997136559548021	-0.419389753532695	0.0835786278726438	Not significant	Not significant
CNAG_03532	0.581392926783459	0.0997826873482322	0.61145248254566	0.122846042151921	Not significant	Not significant
CNAG_05007	-0.201872830716748	0.099822333263491	-0.0440571199018032	0.749160840838412	Not significant	Not significant
CNAG_05903	0.206767933422959	0.0998336554374591	0.275546940642173	0.0583220188938841	Not significant	Not significant
CNAG_07863	0.1602921378331	0.0999010567571037	0.0576660904814839	0.589420036859471	Not significant	Not significant
CNAG_03461	-0.420530463522829	0.10036381982782	-0.474693884969234	0.104352906936825	Not significant	Not significant
CNAG_07488	-0.355715650651045	0.100479650969561	-0.420039236271741	0.0910538766701313	Not significant	Not significant
CNAG_01951	-0.354345443925164	0.100514058594009	-0.525724705007582	0.0425164051128671	AMB-LF down only	AMB-LF only
CNAG_03004	-0.30937543784552	0.100549065275912	-0.146801402684921	0.476010438857257	Not significant	Not significant
CNAG_03620	-0.20660228698445	0.10055296376948	-0.144924184928067	0.293257593458315	Not significant	Not significant
CNAG_01872	-0.400648394380255	0.10055296376948	-0.13185382151186	0.625333250972808	Not significant	Not significant
CNAG_01934	0.603674179475448	0.100629211998782	-0.0131016967410299	0.97719825570855	Not significant	Not significant
CNAG_06253	-0.559708697626113	0.100629211998782	-0.0191635150750931	0.962617487658288	Not significant	Not significant
CNAG_03840	-0.177308485329222	0.100852929440435	-0.0350596740066761	0.773957299057832	Not significant	Not significant
CNAG_01223	0.632741794387756	0.100886026650188	0.107841132769296	0.80073460096238	Not significant	Not significant
CNAG_03283	-0.277609414665237	0.101076130635494	-0.360440689417226	0.0678620844493914	Not significant	Not significant
CNAG_05815	0.436389088330234	0.101078179155369	0.219059817012272	0.442002608772126	Not significant	Not significant
CNAG_02068	-0.21675382978807	0.101153274415051	-0.260883022850266	0.085649567049259	Not significant	Not significant
CNAG_04715	-0.22538272370463	0.101153274415051	0.0415201941753231	0.789580937870252	Not significant	Not significant
CNAG_00966	-0.311636129276294	0.101520558402885	-0.418710094488798	0.0605523184722951	Not significant	Not significant
CNAG_05243	-0.21625940268056	0.101897420018631	-0.200391111328545	0.17245832763795	Not significant	Not significant
CNAG_04313	-0.293317844282849	0.101897420018631	-0.404627874447373	0.0553697708982287	Not significant	Not significant
CNAG_06382	0.246162072772591	0.101914313907524	0.0746073509317983	0.653078653171209	Not significant	Not significant
CNAG_06215	0.191493456104668	0.101956245402564	0.353719503645873	0.0165607073786693	AMB-LF up only	AMB-LF only
CNAG_00495	-0.345820080370029	0.102094601117791	-0.359831271799645	0.128941456030569	Not significant	Not significant
CNAG_02937	-0.278051076640163	0.102094601117791	-0.0319296681631119	0.870844043097881	Not significant	Not significant
CNAG_00746	-0.411483787738841	0.102094601117791	-0.457451606367975	0.110777419033706	Not significant	Not significant
CNAG_01216	0.165174628720021	0.10211242706367	0.194523717528136	0.089695335248499	Not significant	Not significant
CNAG_03901	0.238542027313808	0.10211242706367	0.503657389271875	0.00883008739680057	AMB-LF up only	AMB-LF only
CNAG_06730	-0.163860696216142	0.10211242706367	-0.186750468872508	0.101795271416115	Not significant	Not significant
CNAG_03498	-0.333698934129576	0.10211242706367	-0.649528329208059	0.0144948177527879	AMB-LF down only	AMB-LF only
CNAG_04557	-0.29164667555193	0.102225141243718	0.0537160777378889	0.791494914521947	Not significant	Not significant
CNAG_07351	-0.186338267460481	0.102259254568322	-0.204218886993139	0.113244833741784	Not significant	Not significant
CNAG_00150	-0.202984635983791	0.102625291094184	-0.277772704594606	0.056942831118814	Not significant	Not significant
CNAG_06833	-0.93167614506308	0.102667537826739	-0.851747589737402	0.131586809944743	Not significant	Not significant
CNAG_05159	0.336405762377816	0.102760032274278	0.337323252296456	0.139624831649974	Not significant	Not significant
CNAG_05612	-0.214151538934362	0.102859586670665	-0.23116812063985	0.119189397733628	Not significant	Not significant
CNAG_05334	0.943386738816993	0.103150301358659	1.25101807013708	0.0669018354921883	Not significant	Not significant
CNAG_05058	0.270285046020219	0.103216110783259	0.381358408716714	0.0487691641945684	AMB-LF up only	AMB-LF only
CNAG_01918	-0.19938144806678	0.103285482712864	0.014895844124129	0.918062914608871	Not significant	Not significant
CNAG_03156	-0.296682822618929	0.103318236039936	-0.348326163381248	0.0953074805705351	Not significant	Not significant
CNAG_02144	-0.284694161258089	0.103623469579562	-0.411567826919359	0.048023822842497	AMB-LF down only	AMB-LF only
CNAG_02694	0.280468573695218	0.103679763417813	0.108542897084863	0.564880819197116	Not significant	Not significant
CNAG_06222	-0.309951764007886	0.104535269854272	-0.45011011273274	0.0478903790258835	AMB-LF down only	AMB-LF only
CNAG_00405	0.234991321046713	0.104574211282249	0.304556591272486	0.0672794986648285	Not significant	Not significant
CNAG_00008	0.233722956969708	0.104574211282249	0.37094064052369	0.0320269010265374	AMB-LF up only	AMB-LF only
CNAG_01282	-0.154787572348054	0.104622119086273	-0.0548553706741651	0.602662951829751	Not significant	Not significant
CNAG_05237	-0.269152463411661	0.104748394047735	-0.310400561270859	0.100870511716446	Not significant	Not significant
CNAG_05235	0.170963097834837	0.104748394047735	0.171058106972938	0.144356657944969	Not significant	Not significant
CNAG_00614	-0.220334917579926	0.105040431372171	-0.0634643515296017	0.673466906992717	Not significant	Not significant
CNAG_00900	-0.320763499688754	0.105072129952443	-0.0740604358459566	0.745708538129819	Not significant	Not significant
CNAG_04440	-0.198622020176752	0.105072129952443	-0.110824220977326	0.409422632303357	Not significant	Not significant
CNAG_05644	0.273792910435561	0.10536599154099	0.188160122486742	0.307507531670883	Not significant	Not significant
CNAG_06197	-0.171832976144539	0.10545692570686	0.0838810804328015	0.467749070116398	Not significant	Not significant
CNAG_05098	-0.175087083261021	0.10545692570686	0.0650635583963357	0.583704391606817	Not significant	Not significant
CNAG_03123	-0.231993150494518	0.105632431515475	-0.17949371543684	0.254448191704324	Not significant	Not significant
CNAG_05790	-0.219752230828985	0.105641247432456	-0.249700002720991	0.106424207820144	Not significant	Not significant
CNAG_01291	-0.248891909398087	0.106088041427705	-0.320620971183193	0.0735221567004854	Not significant	Not significant
CNAG_07471	0.552421727496282	0.106115476427543	-0.00752743804899046	0.986160403753951	Not significant	Not significant
CNAG_05878	0.26250222736836	0.106371507794726	0.510997486817179	0.0139461068807203	AMB-LF up only	AMB-LF only
CNAG_07678	0.409645851124591	0.106402569844267	0.452002127876103	0.104959316129957	Not significant	Not significant
CNAG_00658	-0.213622215583675	0.106424873779058	-0.243956360635956	0.105541686395888	Not significant	Not significant
CNAG_05013	-0.260103647106388	0.106477066297731	-0.299179324701921	0.103969875329032	Not significant	Not significant
CNAG_02224	0.272545873206324	0.106484146595886	0.13892467638014	0.449565765564113	Not significant	Not significant
CNAG_01035	-0.239471662511109	0.10710891731814	-0.212785203240023	0.197925980723696	Not significant	Not significant
CNAG_05464	-0.245251562216337	0.10710891731814	-0.123655440524683	0.459097491808371	Not significant	Not significant
CNAG_00891	0.206198599310125	0.107163463010213	0.0515430649763755	0.718745232110354	Not significant	Not significant
CNAG_04343	0.352800453040954	0.10729756680552	0.153283150758748	0.520839690254412	Not significant	Not significant
CNAG_05803	-0.508905634947376	0.107355752463171	-0.749845941970266	0.0472191311200059	AMB-LF down only	AMB-LF only
CNAG_02319	-0.358949053602908	0.107412854383804	-0.564338878780267	0.0361435420451966	AMB-LF down only	AMB-LF only
CNAG_04498	0.198553373880128	0.10748979361004	0.250957128507188	0.0762693318090485	Not significant	Not significant
CNAG_07449	-0.399013623363816	0.107506389988741	0.0418017924459733	0.884898696511004	Not significant	Not significant
CNAG_00056	-0.173168031765916	0.107526863661483	-0.0384035910394582	0.752771436538191	Not significant	Not significant
CNAG_03587	-0.235287901945132	0.107606208896446	-0.189255638044714	0.241956471075916	Not significant	Not significant
CNAG_02958	-0.535755271100957	0.107682713470345	-0.772658490362138	0.0503191118349016	Not significant	Not significant
CNAG_00178	-0.204105146189393	0.107752574583627	-0.254943402505431	0.0819096017203571	Not significant	Not significant
CNAG_01990	-0.350151541817315	0.107775149296717	-0.513280080891074	0.0484504761813974	AMB-LF down only	AMB-LF only
CNAG_01878	-0.259652633044851	0.108178311348628	-0.194669125054534	0.275189926126746	Not significant	Not significant
CNAG_05405	-0.228863711605537	0.108526443402368	-0.322385015823244	0.055191462408118	Not significant	Not significant
CNAG_04008	0.243473733233002	0.10858029051728	0.116670769447901	0.477586036644408	Not significant	Not significant
CNAG_01343	-0.214366505879077	0.108682171391817	-0.261182434106645	0.089695335248499	Not significant	Not significant
CNAG_01396	-0.305754437329439	0.108743165388559	-0.0606275235237063	0.778006946569657	Not significant	Not significant
CNAG_04637	0.235830052152605	0.108772760378674	0.768024936522552	0.00138090316388543	AMB-LF up only	AMB-LF only
CNAG_05246	0.238478269347892	0.108796966771048	0.359084629680239	0.0417162548061192	AMB-LF up only	AMB-LF only
CNAG_06052	0.38316335876413	0.109176335390435	-0.0939614542938474	0.727793835656517	Not significant	Not significant
CNAG_06099	0.649993354731591	0.109186741219276	-0.10724289407731	0.814821397449973	Not significant	Not significant
CNAG_02122	-0.256069831510672	0.109231281617393	-0.0906842436883721	0.608003745299981	Not significant	Not significant
CNAG_02122	-0.256069831510672	0.109231281617393	-0.0906842436883721	0.608003745299981	Not significant	Not significant
CNAG_02122	-0.256069831510672	0.109231281617393	-0.0906842436883721	0.608003745299981	Not significant	Not significant
CNAG_02122	-0.256069831510672	0.109231281617393	-0.0906842436883721	0.608003745299981	Not significant	Not significant
CNAG_07448	0.865003764808276	0.109231281617393	0.438914357693434	0.449693015365644	Not significant	Not significant
CNAG_01651	0.20906436560963	0.109235270040329	0.183612538281989	0.200215307351429	Not significant	Not significant
CNAG_02594	0.233528782372241	0.109243750082159	0.331096762489769	0.0515082985177348	Not significant	Not significant
CNAG_07593	0.146844210712501	0.1096122275635	0.249192560343355	0.0265477403284687	AMB-LF up only	AMB-LF only
CNAG_05277	-0.21489012909579	0.1096122275635	-0.198907367346175	0.183992971855847	Not significant	Not significant
CNAG_04091	-0.500940893178283	0.1096122275635	-0.93582166982809	0.0161760181134298	AMB-LF down only	AMB-LF only
CNAG_01640	0.150620391110681	0.109824328026099	0.190913800850962	0.077868184566827	Not significant	Not significant
CNAG_07846	-0.164176172532336	0.110091424272924	-0.121094945624509	0.285006760840203	Not significant	Not significant
CNAG_03520	-0.367277536367708	0.110108412731587	-0.550946181726457	0.0463124157159061	AMB-LF down only	AMB-LF only
CNAG_06649	0.244274845652792	0.110108412731587	0.20458415418329	0.221858945265059	Not significant	Not significant
CNAG_01534	0.635354297092021	0.110108412731587	1.03515694882614	0.0277922462017567	AMB-LF up only	AMB-LF only
CNAG_02029	0.300931079661295	0.110108412731587	0.623713629860213	0.0111941370466711	AMB-LF up only	AMB-LF only
CNAG_03497	-0.218827751107667	0.110281841991743	-0.110499613530498	0.462081848418861	Not significant	Not significant
CNAG_05282	-0.276071184513691	0.110472264590324	-0.320411639339046	0.105331338762776	Not significant	Not significant
CNAG_01250	-0.177850443534263	0.110517224809025	-0.0527424455259486	0.670558574493817	Not significant	Not significant
CNAG_05703	-0.143642503423238	0.110803413619968	-0.0399845357047544	0.691236631361258	Not significant	Not significant
CNAG_05642	-0.169257818883775	0.110846237612467	-0.0935076890289959	0.423692692506373	Not significant	Not significant
CNAG_05844	-0.345656960506297	0.110980845370431	-0.302991596261644	0.20912451453884	Not significant	Not significant
CNAG_00741	-0.199522896999479	0.111002104376999	-0.255026113611956	0.079189466219049	Not significant	Not significant
CNAG_00036	0.573633709674539	0.111068449986915	1.00757894341321	0.0234577197916476	AMB-LF up only	AMB-LF only
CNAG_00118	-0.304855591328354	0.111119691174721	-0.410582697941175	0.0665114056905338	Not significant	Not significant
CNAG_06217	0.320117583168166	0.111139982355393	-0.0331239908882599	0.887012743345649	Not significant	Not significant
CNAG_03325	-0.224450108488985	0.111366876147426	-0.25551231641359	0.111729714199013	Not significant	Not significant
CNAG_06675	-0.211696973215949	0.111543849251323	-0.118201053089292	0.420320128071935	Not significant	Not significant
CNAG_05413	-0.243955347425419	0.111543849251323	-0.370570218123984	0.0445411066778505	AMB-LF down only	AMB-LF only
CNAG_04567	0.385449176980297	0.111543849251323	-0.0871513307637794	0.74604208801381	Not significant	Not significant
CNAG_00011	0.263218513873992	0.111925467667372	0.476643478592545	0.0203165650370207	AMB-LF up only	AMB-LF only
CNAG_05674	-0.275053851787549	0.111925467667372	-0.360899295869016	0.0731760688189702	Not significant	Not significant
CNAG_05685	-0.436873649887246	0.112745622130367	-0.661124590971631	0.0453104162152441	AMB-LF down only	AMB-LF only
CNAG_01268	0.800286799541343	0.112745622130367	0.222931921173402	0.672097038687533	Not significant	Not significant
CNAG_02671	-0.157530421602264	0.112745622130367	-0.106003611753538	0.331726828194352	Not significant	Not significant
CNAG_02665	0.599981779832626	0.112745622130367	0.064844161740545	0.881898973637202	Not significant	Not significant
CNAG_03179	0.558120410056042	0.112879765220302	0.468110167387028	0.219452373382523	Not significant	Not significant
CNAG_04100	-0.657797215366668	0.112894149948881	-0.471435708897642	0.295511971173825	Not significant	Not significant
CNAG_00698	-0.190704620713669	0.112894149948881	-0.268924147006697	0.0576910318947531	Not significant	Not significant
CNAG_07716	-0.271111954714331	0.113224078937439	-0.0665638889164143	0.730829521698623	Not significant	Not significant
CNAG_05707	0.192687679657128	0.113414884340709	0.148250214301206	0.266041856403109	Not significant	Not significant
CNAG_06852	-0.257692081678142	0.113589874619615	-0.174830681752478	0.326362863031729	Not significant	Not significant
CNAG_07702	0.429923101154137	0.113893994364247	0.263442147598136	0.37262993852233	Not significant	Not significant
CNAG_07477	0.339926560044348	0.114394007060139	0.496848039797708	0.0487407550993425	AMB-LF up only	AMB-LF only
CNAG_03133	0.269834339929077	0.114555253645678	0.328827791542234	0.090496127569816	Not significant	Not significant
CNAG_03127	-0.240164619610851	0.114685990726097	-0.331559916530526	0.0639351387792075	Not significant	Not significant
CNAG_00414	0.309903726958649	0.114685990726097	0.308598821335575	0.158375167629566	Not significant	Not significant
CNAG_05618	-0.392906790245602	0.114692290689086	-0.541170983008957	0.0653124658423637	Not significant	Not significant
CNAG_02180	0.17115216683147	0.114802119383079	0.196335932075572	0.109381253013451	Not significant	Not significant
CNAG_07995	0.290270238017555	0.114897484147637	0.567251935561883	0.0153554908596655	AMB-LF up only	AMB-LF only
CNAG_04396	-0.283078859763235	0.114986159275329	-0.0947265352996548	0.634501845259758	Not significant	Not significant
CNAG_01768	0.400179633564404	0.115112849192859	0.0731429497376335	0.798572821316685	Not significant	Not significant
CNAG_01111	-0.380455754754232	0.115266122375225	-0.514914245811003	0.0695505073640256	Not significant	Not significant
CNAG_04011	-0.521594253115358	0.115541191241114	-0.579846609135782	0.126153757002428	Not significant	Not significant
CNAG_06454	0.184764663273651	0.115544218342455	0.0818454590950565	0.52681445299069	Not significant	Not significant
CNAG_03510	-0.284828775803276	0.115633004423575	-0.383675982502111	0.0704706956730497	Not significant	Not significant
CNAG_03522	-0.317040945650982	0.115718279953902	-0.21267455382089	0.338632424435225	Not significant	Not significant
CNAG_00174	0.255545191578041	0.115793557012771	0.304771693894654	0.0985462405206905	Not significant	Not significant
CNAG_02723	0.201780553545564	0.115912050677057	0.215890197190485	0.133040577991219	Not significant	Not significant
CNAG_02356	-0.299050729228746	0.115952261412955	-0.362443481820405	0.0979230405431278	Not significant	Not significant
CNAG_01668	-0.556002878640641	0.116003945393585	-1.06454893624485	0.0198001939311718	AMB-LF down only	AMB-LF only
CNAG_07523	-0.339570707592012	0.116118092415708	-0.545590298372232	0.0381479093471452	AMB-LF down only	AMB-LF only
CNAG_03025	0.171588236744676	0.116193248086251	0.186009139809933	0.129093788191587	Not significant	Not significant
CNAG_06537	-0.337363576451044	0.116193897052575	-0.475665073722904	0.0603279235066433	Not significant	Not significant
CNAG_00129	-0.401747392122553	0.116276193270253	-0.674699964112841	0.0321252601724245	AMB-LF down only	AMB-LF only
CNAG_05886	0.145892185773651	0.116625040566565	0.203233098063599	0.0605523184722951	Not significant	Not significant
CNAG_02299	-0.274445624130927	0.116794156826528	-0.636018962472296	0.00800914498815472	AMB-LF down only	AMB-LF only
CNAG_04013	0.240216161244923	0.11692234939616	0.264810413723402	0.124138481445226	Not significant	Not significant
CNAG_01574	0.8490458038403	0.117477571331938	1.3193811050327	0.0393243998498606	AMB-LF up only	AMB-LF only
CNAG_01486	-0.244429895338213	0.117493716421475	-0.407983842183405	0.0331918780304971	AMB-LF down only	AMB-LF only
CNAG_06703	0.204700753832466	0.11750292407682	0.29375112106718	0.0543999951665703	Not significant	Not significant
CNAG_03638	0.212196647468641	0.117545739449648	0.14561904267479	0.326817764216513	Not significant	Not significant
CNAG_02403	-0.198184753853399	0.117964626997745	-0.109336402437456	0.434330072812425	Not significant	Not significant
CNAG_00536	-0.214920261044909	0.118036777279164	-0.245145826986582	0.117251513123066	Not significant	Not significant
CNAG_05814	-0.271844344449993	0.118086641132664	-0.47583960168001	0.0279410785320334	AMB-LF down only	AMB-LF only
CNAG_04439	0.17552176294639	0.118144921460954	0.243739286551856	0.0621357183313793	Not significant	Not significant
CNAG_01041	-0.272768392581335	0.11859816194888	0.0241252763186741	0.907264054335293	Not significant	Not significant
CNAG_01931	0.500608571053173	0.118635379287944	0.204820581065011	0.555124137551141	Not significant	Not significant
CNAG_05040	0.69187636840339	0.118635379287944	2.68075971586165	0.000995423811797629	AMB-LF up only	AMB-LF only
CNAG_05465	-0.285279466247852	0.11870067495794	-0.537364189867932	0.0209979443643116	AMB-LF down only	AMB-LF only
CNAG_01569	0.174318793431107	0.11870067495794	0.224333947697057	0.0809506081773263	Not significant	Not significant
CNAG_04739	-0.224984326141633	0.11886429189263	-0.0816060565701379	0.611554661030474	Not significant	Not significant
CNAG_00185	0.223566988628416	0.118864313707089	0.465276812618494	0.0124616729187209	AMB-LF up only	AMB-LF only
CNAG_01836	0.259000243448936	0.118864313707089	0.600873140098063	0.00758229783510506	AMB-LF up only	AMB-LF only
CNAG_00928	-0.170815829634594	0.119090728090701	-0.238645101112951	0.0634020624928628	Not significant	Not significant
CNAG_03183	-0.204701995692464	0.119090728090701	0.0139497370803992	0.92963015980984	Not significant	Not significant
CNAG_05585	0.199648179506202	0.119159721257069	0.195759314430314	0.169118255171789	Not significant	Not significant
CNAG_02374	-0.19068495462432	0.119159721257069	-0.168914959144634	0.21487029589532	Not significant	Not significant
CNAG_06525	0.317786143010804	0.119201398237855	0.481147408843169	0.0447748678636907	AMB-LF up only	AMB-LF only
CNAG_04303	-0.188337973838178	0.119268638600228	-0.221945188731457	0.108340519816419	Not significant	Not significant
CNAG_01302	-0.215993677513975	0.11943135940804	0.0209159988087016	0.897790433049936	Not significant	Not significant
CNAG_05912	0.186021643670124	0.119528042047758	0.0525771064251134	0.694189093916686	Not significant	Not significant
CNAG_00171	0.252082189066301	0.119528042047758	0.11845633934555	0.507029510060963	Not significant	Not significant
CNAG_01760	0.268683138509515	0.119533450216719	0.103999820844093	0.5847351472467	Not significant	Not significant
CNAG_01674	-0.522487060299087	0.119774703723541	-0.679711922830402	0.082567909351253	Not significant	Not significant
CNAG_08001	0.417948625442017	0.119849279084971	0.445746932506431	0.12821921897824	Not significant	Not significant
CNAG_02858	-0.169806124441664	0.119954706085737	-0.262965984865481	0.0447931786477854	AMB-LF down only	AMB-LF only
CNAG_05778	-0.253654400061878	0.120006371165969	-0.327482428661327	0.0835996843706622	Not significant	Not significant
CNAG_02704	-0.231575970310007	0.120057815027736	-0.110241016547865	0.503768285307609	Not significant	Not significant
CNAG_05082	-0.16866742097775	0.120216966829622	-0.166842431786624	0.170565098444135	Not significant	Not significant
CNAG_03672	-0.199611578119467	0.120216966829622	-0.162797575349776	0.252259197871555	Not significant	Not significant
CNAG_04668	0.173850014743438	0.120241109188028	0.372660827218114	0.0111306202677327	AMB-LF up only	AMB-LF only
CNAG_05067	0.560625338360648	0.120256314527733	0.273036231653148	0.52263501634161	Not significant	Not significant
CNAG_01703	0.223691783159453	0.120432691539752	0.0503081109035893	0.758541750273009	Not significant	Not significant
CNAG_00370	-0.279227245207038	0.120464466438712	-0.467247560927973	0.0343515934291477	AMB-LF down only	AMB-LF only
CNAG_03911	0.303305806125277	0.120732733303162	0.132134490956322	0.540048777034023	Not significant	Not significant
CNAG_01818	-0.238782509382748	0.121013143708591	-0.10413457230584	0.542999593789874	Not significant	Not significant
CNAG_07557	0.329472783019565	0.121106008178576	1.83478596148823	0.000168015490344067	AMB-LF up only	AMB-LF only
CNAG_02851	0.237649565594992	0.121214502340647	0.0824267338892438	0.62804754813162	Not significant	Not significant
CNAG_02754	-0.314798926096124	0.121214502340647	-0.412701322443329	0.082020964396433	Not significant	Not significant
CNAG_03275	0.256448768970243	0.121278322782656	0.374263794343237	0.0532653042362837	Not significant	Not significant
CNAG_04162	0.245015278520428	0.121704691063029	0.224758402658816	0.200215307351429	Not significant	Not significant
CNAG_01114	-0.246810968382383	0.121794612946472	-0.291029284676674	0.110717529572211	Not significant	Not significant
CNAG_04083	0.288657494066099	0.121852162688609	0.676654878748551	0.00740627092046381	AMB-LF up only	AMB-LF only
CNAG_00859	-0.393574513707467	0.121993850496248	0.164893182727965	0.544012729614653	Not significant	Not significant
CNAG_01046	-0.164381356711352	0.122121495267733	-0.0738577547432007	0.531874504401454	Not significant	Not significant
CNAG_00555	0.17390361502415	0.122250581664404	-0.163036139302606	0.194904969376502	Not significant	Not significant
CNAG_05437	-0.242706169321902	0.123007307926821	-0.33115708413169	0.0725262645455245	Not significant	Not significant
CNAG_05999	-0.303812782920218	0.123164050664507	-0.0497637241409724	0.824175195281662	Not significant	Not significant
CNAG_04563	0.27550031764733	0.123171408907925	0.0970703202342895	0.624659784924224	Not significant	Not significant
CNAG_04606	0.400915989980111	0.123260259402841	0.603214899749034	0.0491761589633337	AMB-LF up only	AMB-LF only
CNAG_04610	0.440747409689516	0.123260259402841	0.280017018383363	0.373037905778469	Not significant	Not significant
CNAG_05046	0.647697263936186	0.123558728569273	-0.0508504462310293	0.912172831648129	Not significant	Not significant
CNAG_01063	0.204777270493796	0.123559477390688	0.204112377468513	0.168284871699734	Not significant	Not significant
CNAG_03425	-0.15820526693917	0.1237577960055	-0.126313451423848	0.266614412537487	Not significant	Not significant
CNAG_05791	-0.172427594519622	0.124144939594824	-0.058553155581645	0.640582865452044	Not significant	Not significant
CNAG_04394	0.432015642611029	0.124284749727277	0.362557874640818	0.247114365465289	Not significant	Not significant
CNAG_04066	0.154548051110209	0.124736292991471	0.235800772249421	0.0475651899583421	AMB-LF up only	AMB-LF only
CNAG_04570	-0.220545668689777	0.125067201986147	-0.230152402820474	0.156090844770904	Not significant	Not significant
CNAG_03046	-0.248751787410192	0.125068083964994	-0.145077771062921	0.420324043731269	Not significant	Not significant
CNAG_07403	-0.189954264331529	0.126240310669681	0.0998607177181926	0.463555162911072	Not significant	Not significant
CNAG_06235	-0.213585140941063	0.12688113552819	-0.312767812404557	0.0585857382326249	Not significant	Not significant
CNAG_07418	-0.222643676982109	0.12688113552819	-0.254906236545886	0.124585852838809	Not significant	Not significant
CNAG_02663	0.279768111204974	0.126937462869671	0.409532833155157	0.0556591291187807	Not significant	Not significant
CNAG_07839	-0.349584507028269	0.12697516469752	-0.440903849928736	0.0967436525615942	Not significant	Not significant
CNAG_01895	-0.25859247373099	0.127265578711379	-0.089456925663664	0.635089822003409	Not significant	Not significant
CNAG_07390	0.51827974207911	0.12730525080513	0.354732210486402	0.333597291251495	Not significant	Not significant
CNAG_05399	0.880227491615752	0.127799846190094	-0.439459753322095	0.462258039467981	Not significant	Not significant
CNAG_07387	-0.325090241157625	0.128139026972876	-0.43538093852039	0.0821322190504263	Not significant	Not significant
CNAG_04119	-0.169286311288043	0.128168898763438	-0.278882028235905	0.0385162425498145	AMB-LF down only	AMB-LF only
CNAG_04229	-0.195523351885398	0.128198390505911	0.00215690197586324	0.990136301866424	Not significant	Not significant
CNAG_00491	0.194166696933911	0.128307700378959	0.330709848697302	0.0321252601724245	AMB-LF up only	AMB-LF only
CNAG_00051	0.211783816172444	0.128380617681993	0.24955675956414	0.113387408173096	Not significant	Not significant
CNAG_02920	0.18391890514045	0.128464934719017	0.129173045615297	0.331300721020482	Not significant	Not significant
CNAG_06226	-0.336333533549185	0.128648514337213	-0.251802914556119	0.304833857133304	Not significant	Not significant
CNAG_07472	-0.205328820513415	0.128672196469375	-0.0558477590755279	0.714699534919066	Not significant	Not significant
CNAG_02381	-0.866635040041694	0.128723176861032	-1.31141511634586	0.041251055102641	AMB-LF down only	AMB-LF only
CNAG_00703	-0.347095138715657	0.128808963199067	-0.493208209335589	0.0679285365943467	Not significant	Not significant
CNAG_01081	0.404079063597752	0.128833032216294	0.35523522059855	0.23097569189089	Not significant	Not significant
CNAG_03251	-0.272688178039074	0.128889425484765	-0.427904299695013	0.0474973578513906	AMB-LF down only	AMB-LF only
