genes	logFC.A	FDR.A	logFC.AL	FDR.AL	groups	coarse_groups
CNAG_06893	-0.684431338139633	0.000654249659743777	-0.670449607176603	0.00124440555195212	Both down	Same
CNAG_01120	0.637945933940586	0.000655053801562109	0.623890318073757	0.00110672604794236	Both up	Same
CNAG_06985	0.699725379296386	0.00065543711779302	0.523542947492093	0.00361760193213419	Both up	Same
CNAG_06771	1.87888874071473	0.00065543711779302	2.20877863505254	0.000491688948218206	Both up	Same
CNAG_00720	-1.25252490360433	0.00065543711779302	-1.15629761959506	0.00157794427931182	Both down	Same
CNAG_06577	2.38500498198389	0.000656818480498273	3.13469604247287	0.000315813933162107	Both up	Same
CNAG_04219	0.753068896441662	0.000656818480498273	0.939634718404624	0.000432714458982247	Both up	Same
CNAG_04219	0.753068896441662	0.000656818480498273	0.939634718404624	0.000432714458982247	Both up	Same
CNAG_04219	0.753068896441662	0.000656818480498273	0.939634718404624	0.000432714458982247	Both up	Same
CNAG_04219	0.753068896441662	0.000656818480498273	0.939634718404624	0.000432714458982247	Both up	Same
CNAG_01793	-0.874463071526021	0.000656818480498273	-0.918829965690303	0.000947856818968814	Both down	Same
CNAG_05724	-0.773150801795231	0.000657583683973137	-0.91223837278467	0.000564883140707072	Both down	Same
CNAG_02051	-1.45693731319895	0.000664597289170412	-1.43996675147944	0.00128302308919557	Both down	Same
CNAG_00343	-0.642186428052149	0.00066638630947153	-0.583454953524353	0.00171436595124713	Both down	Same
CNAG_04090	1.28965507623315	0.00066638630947153	1.48158995154946	0.000525696033168915	Both up	Same
CNAG_02967	0.798436470263706	0.000679526374669055	0.810413511530954	0.00097171738799762	Both up	Same
CNAG_00264	0.893744275914231	0.000691147582802971	1.11491325968944	0.000443341479281395	Both up	Same
CNAG_01559	-1.10622860822695	0.000691147582802971	-1.15103808668779	0.00105168205891922	Both down	Same
CNAG_01446	2.85567142354796	0.000691147582802971	3.36109899051009	0.000475687261445554	Both up	Same
CNAG_03655	-1.36065954713585	0.000691147582802971	-1.51736781582064	0.000830977607236074	Both down	Same
CNAG_05992	1.26586458428851	0.000691686048095554	1.09952870352097	0.00184106930594798	Both up	Same
CNAG_00377	-1.28521486004944	0.000691814286155333	-1.4449343849195	0.000802305160743123	Both down	Same
CNAG_05131	-0.736297055590254	0.000691814286155333	-0.673298077018009	0.00174930887041039	Both down	Same
CNAG_05653	0.955029938356056	0.000691814286155333	0.707603534367306	0.00383485858102312	Both up	Same
CNAG_04888	1.21959549139256	0.000691814286155333	1.26240170907601	0.00087359473203803	Both up	Same
CNAG_01865	-1.37391657814649	0.000694258316184242	-1.4380754859616	0.00106840226152668	Both down	Same
CNAG_04243	-0.813816484052643	0.0006967619723979	-0.721938718359623	0.00196578965084027	Both down	Same
CNAG_01052	4.02067451180119	0.000697377519668698	5.13800557397327	0.000391738088784523	Both up	Same
CNAG_02398	2.52012637742611	0.000712513472132998	2.65328193890194	0.000793066104760029	Both up	Same
CNAG_06399	1.03121135333142	0.000717115548864743	1.26465423310169	0.000453925306021725	Both up	Same
CNAG_06200	-1.13270629730897	0.000717115548864743	-0.725204482826419	0.00885560070017504	Both down	Same
CNAG_06500	-1.00344882345958	0.000717115548864743	-1.02518280947427	0.00116957876589827	Both down	Same
CNAG_02118	2.78813640276331	0.000717450670843914	2.83909013454299	0.000865399397787955	Both up	Same
CNAG_02121	1.17181705939328	0.000717450670843914	1.44116606714212	0.000453925306021725	Both up	Same
CNAG_00914	-1.06971886990911	0.000718223755877437	-1.3313706455402	0.000520560743383096	Both down	Same
CNAG_00979	0.784694004815466	0.000726871652526286	0.921055243863126	0.000544932977166486	Both up	Same
CNAG_07817	-1.39066945657942	0.000738919156373854	-1.35934173665747	0.00147649569868438	Both down	Same
CNAG_03794	1.82673557003801	0.000739333826565039	2.25615264616286	0.000453925306021725	Both up	Same
CNAG_05699	-1.40174445255237	0.000739333826565039	-1.34393906101532	0.00161123746570553	Both down	Same
CNAG_01033	-0.704624223182519	0.000739333826565039	-0.38945404183532	0.016634797810829	Both down	Same
CNAG_03563	2.44930709784957	0.000739333826565039	2.97465043583017	0.000453925306021725	Both up	Same
CNAG_07482	2.04979712701493	0.000739534329523014	2.20607993213268	0.000766163797503386	Both up	Same
CNAG_01615	1.08109087498737	0.000745554182955925	1.22922289330102	0.000630822210184291	Both up	Same
CNAG_06866	0.955010158106343	0.000746082138447963	0.970516295971066	0.00104465314106551	Both up	Same
CNAG_03059	2.26473085165373	0.00074830590306487	2.27154909552991	0.000999402845284772	Both up	Same
CNAG_07434	1.14006814799784	0.00074830590306487	1.40623118314064	0.000453925306021725	Both up	Same
CNAG_04938	2.39688591250774	0.000752999468107317	2.87148016845836	0.000494582671541048	Both up	Same
CNAG_06574	2.33073641199196	0.000752999468107317	2.82707499580937	0.000475687261445554	Both up	Same
CNAG_07951	-1.2745457107726	0.000752999468107317	-1.29305629976391	0.00124664220050381	Both down	Same
CNAG_04956	1.0121360557745	0.000755811676793807	1.38254464227449	0.000315731008333169	Both up	Same
CNAG_03378	-0.856042172621762	0.000755811676793807	-0.949938598790385	0.00087359473203803	Both down	Same
CNAG_00161	1.48941574505796	0.000755811676793807	1.34972460757544	0.00157794427931182	Both up	Same
CNAG_07347	1.5984794499037	0.000755811676793807	2.47444422207227	0.000162841427679749	Both up	Same
CNAG_02360	0.87942199578708	0.000755811676793807	1.15604226211011	0.00038605696377791	Both up	Same
CNAG_02335	2.3580058599651	0.000755811676793807	2.73335454414341	0.000545381229043887	Both up	Same
CNAG_02891	0.582472133297478	0.000755811676793807	0.462784235917819	0.00328811851659359	Both up	Same
CNAG_04337	1.49680252472974	0.000757684141297813	1.65689689177614	0.000734652707250929	Both up	Same
CNAG_01870	0.635691643259518	0.00076128379798711	0.639081466019528	0.00116237717976392	Both up	Same
CNAG_04359	0.793886637783051	0.000762261683170826	0.760431087300251	0.00136891855962328	Both up	Same
CNAG_03974	1.16558577866653	0.000783197112497036	1.28676327326848	0.000766163797503386	Both up	Same
CNAG_00790	0.732467673070787	0.000784094850412555	0.868667811992268	0.000559836564859856	Both up	Same
CNAG_00654	2.0819708556188	0.000785971841605812	2.43907926293888	0.000564883140707072	Both up	Same
CNAG_04598	0.865832281673996	0.000788330969132924	0.686432868040295	0.00320553777972805	Both up	Same
CNAG_02298	1.01808806554565	0.000790303812163736	1.02376716122353	0.00115511608446758	Both up	Same
CNAG_03762	-1.58438675466014	0.000790303812163736	-1.70338922610052	0.00109367872446924	Both down	Same
CNAG_02978	2.27510930681914	0.000796083076634573	2.42051067501248	0.000835652117545389	Both up	Same
CNAG_03171	-0.929573876395629	0.000796083076634573	-0.713847163815227	0.00438715142172898	Both down	Same
CNAG_06632	1.49649271366128	0.000796892820951274	1.74702230026643	0.000570417280857526	Both up	Same
CNAG_04633	-1.49196619766061	0.000805036620414528	-1.62599275051411	0.00102238166946555	Both down	Same
CNAG_03114	1.85286097216376	0.000812637598528385	2.34761576787907	0.000449570384912913	Both up	Same
CNAG_04338	0.983308554463084	0.000818531901662511	1.05230770435218	0.000898453312698647	Both up	Same
CNAG_05482	1.0210698180892	0.000822015744283703	0.941522741658284	0.00169828092912568	Both up	Same
CNAG_05968	-1.88350651057846	0.00082235855538951	-1.84047649898529	0.00157794427931182	Both down	Same
CNAG_02724	-1.18260040729752	0.00082235855538951	-1.33744013709917	0.000898453312698647	Both down	Same
CNAG_04907	1.05131580145987	0.00082235855538951	0.78575652202431	0.00452493243987267	Both up	Same
CNAG_00023	1.3243530081001	0.000826705337014738	1.0322234866289	0.00357057472481625	Both up	Same
CNAG_04497	1.03680338148395	0.000831225081049539	1.0252840527579	0.00127975647898694	Both up	Same
CNAG_05994	3.10785790208705	0.000832025035734902	3.74144443702024	0.000517920153526478	Both up	Same
CNAG_07457	1.0086571264531	0.000832025035734902	0.948975924707085	0.00157110186458252	Both up	Same
CNAG_04292	-1.15316838719785	0.000836036389154777	-1.11249050283553	0.00169213502313489	Both down	Same
CNAG_06616	1.07836816271828	0.000836036389154777	1.46499821202647	0.000375866583199344	Both up	Same
CNAG_02475	0.830609091216723	0.000847942991756469	0.636807542942914	0.00406427087907272	Both up	Same
CNAG_03705	1.5925388605496	0.000847942991756469	2.06410807629218	0.000443341479281395	Both up	Same
CNAG_01059	0.87571814987311	0.000847942991756469	0.663433054278691	0.00426679889724162	Both up	Same
CNAG_02789	0.529660134637671	0.000849193005612084	0.516957896107797	0.00143488230955995	Both up	Same
CNAG_00628	0.686727827202509	0.000854756635606626	0.61236616627116	0.00208600735173806	Both up	Same
CNAG_05822	-0.951085520306495	0.000854756635606626	-1.02125802534767	0.00113827046981396	Both down	Same
CNAG_03697	0.730667455646756	0.00085711315319454	0.671243315750158	0.00188629975493083	Both up	Same
CNAG_00066	0.730182251533251	0.000857578329896689	0.747937945490308	0.00117975806162167	Both up	Same
CNAG_04790	-0.650732389625917	0.00086374202620552	-0.685976821805501	0.00119440964587554	Both down	Same
CNAG_06659	1.02510836989014	0.000875904872360534	1.13409350549383	0.000835652117545389	Both up	Same
CNAG_04195	1.45683757844384	0.000880677131766039	1.60296056442483	0.000833726242843643	Both up	Same
CNAG_00306	-1.4642138709261	0.00088079893266661	-1.67488501888021	0.00097171738799762	Both down	Same
CNAG_06118	-1.18034364583765	0.000882913552424821	-1.28718605958162	0.0011165585288735	Both down	Same
CNAG_01903	-1.2526893181355	0.000882913552424821	-1.18676387733533	0.00196578965084027	Both down	Same
CNAG_05177	-1.14680015533277	0.00089272298166063	-1.28845111849235	0.000981133356538255	Both down	Same
CNAG_00680	-1.59971360829491	0.00089272298166063	-1.91533060762879	0.000802305160743123	Both down	Same
CNAG_05575	0.656442600592262	0.00089272298166063	0.656315289830028	0.00134667572942256	Both up	Same
CNAG_03250	0.600129841297527	0.00089819693400851	0.726989170359379	0.000579516581005562	Both up	Same
CNAG_02344	1.2404900492862	0.00089819693400851	1.44496820847064	0.000758513151807918	Both up	Same
CNAG_07561	0.646420422147316	0.00089819693400851	0.648426259740129	0.00134634654060234	Both up	Same
CNAG_06674	-1.62095544623622	0.00089819693400851	-1.66771795179784	0.00148076054989907	Both down	Same
CNAG_05109	-1.0735710519165	0.00089819693400851	-1.03300465294197	0.00187214507885032	Both down	Same
CNAG_00154	0.771099256374789	0.000902468381013894	0.968600999088447	0.000511687104116148	Both up	Same
CNAG_07600	0.962123593677391	0.000902468381013894	1.08450186844424	0.000802305160743123	Both up	Same
CNAG_07943	-1.37329887153324	0.000902468381013894	-0.704892572359576	0.0347014783262447	Both down	Same
CNAG_00522	2.3120320429518	0.000902468381013894	2.94369345505722	0.000463010883424513	Both up	Same
CNAG_02768	2.39096501501422	0.000902468381013894	2.77868847007713	0.000702141518427278	Both up	Same
CNAG_01005	0.578184586916858	0.000902468381013894	0.442540185694257	0.00457917774561432	Both up	Same
CNAG_05170	-1.37236755537278	0.000910703040580639	-1.30200314150412	0.00196848992092748	Both down	Same
CNAG_04163	2.96183020315537	0.000914723330350791	3.87046780818778	0.000449570384912913	Both up	Same
CNAG_00981	1.77478523535711	0.000917644312104316	1.20468275624137	0.00709740787425235	Both up	Same
CNAG_01753	1.96706592732529	0.000921574957668129	2.52825141463444	0.000453925306021725	Both up	Same
CNAG_00764	-1.47675742782921	0.000922262236443431	-1.4633108622523	0.0017134085273907	Both down	Same
CNAG_01077	1.27461064654381	0.000922262236443431	1.16860866880087	0.00204902783785992	Both up	Same
CNAG_05862	0.818889270563363	0.000922262236443431	0.914640429067861	0.00087359473203803	Both up	Same
CNAG_01566	-1.52585370208344	0.000922262236443431	-1.61043880538492	0.00133852104463033	Both down	Same
CNAG_00581	0.948535801895136	0.000922262236443431	1.21354744187795	0.000485955740046179	Both up	Same
CNAG_03631	1.20557843150707	0.000924020982521026	1.70196596655198	0.000337365725186953	Both up	Same
CNAG_01307	1.19367207067001	0.000926463010707536	1.44542631193565	0.000576936899064002	Both up	Same
CNAG_00497	1.41063136275243	0.00092675063971005	1.57104820872307	0.000848932986436154	Both up	Same
CNAG_00719	-1.07252683190751	0.000928865805604971	-1.17447774670585	0.00115511608446758	Both down	Same
CNAG_05627	-1.50598981176963	0.000938174917756414	-1.70970439601121	0.00101850646408027	Both down	Same
CNAG_06576	2.49160929869668	0.000938174917756414	3.29721039066923	0.000443341479281395	Both up	Same
CNAG_00899	-1.04829948904292	0.000941989700043238	-1.07242060566194	0.00146923769770693	Both down	Same
CNAG_01034	0.923776636992047	0.000953277339648447	1.02073785441267	0.000926799092282301	Both up	Same
CNAG_00094	1.28744005637398	0.000953692004582152	1.14545047677532	0.00252901043423508	Both up	Same
CNAG_04388	1.29207949321326	0.000955100044694525	1.78396223140394	0.000385228420276701	Both up	Same
CNAG_05168	2.53199160572179	0.000958519215954717	2.51983463886555	0.00157794427931182	Both up	Same
CNAG_03447	-1.04361706401735	0.000966433661572203	-0.95867490860491	0.00246948767364719	Both down	Same
CNAG_06087	-1.41143049576335	0.000973505598647069	-1.49922148969964	0.00137012048666313	Both down	Same
CNAG_00686	1.9317223050972	0.000974894348374529	2.50958787648197	0.000453925306021725	Both up	Same
CNAG_04067	2.1345045497155	0.000978766803401995	2.71559307733009	0.000501594362412225	Both up	Same
CNAG_01028	0.526018837321155	0.000978766803401995	0.556690956688919	0.00117975806162167	Both up	Same
CNAG_05637	-1.08748141762286	0.000978821068734625	-1.16999291643401	0.00129233769201426	Both down	Same
CNAG_00732	2.37045346757313	0.000984123298752702	2.61619549732657	0.000885903014371224	Both up	Same
CNAG_07982	-0.986170593026126	0.000984123298752702	-1.11387419773038	0.00105384351602302	Both down	Same
CNAG_00474	0.932190545693782	0.000984123298752702	0.968795107114024	0.00124968568963614	Both up	Same
CNAG_01714	1.66577169431027	0.000984123298752702	1.63056812507052	0.00144626969226991	Both up	Same
CNAG_01279	-0.980395330379879	0.000989470429522539	-1.04495984964579	0.00134634654060234	Both down	Same
CNAG_01086	1.11143242026013	0.000991153204441478	1.25771376798877	0.000861546014466677	Both up	Same
CNAG_07988	-0.648880738899005	0.000991153204441478	-0.662653204872601	0.00153962764858497	Both down	Same
CNAG_01295	0.542503163532932	0.000991153204441478	0.486554430941477	0.00247335416866903	Both up	Same
CNAG_01893	1.2100321501416	0.00101320846922151	1.55281373537519	0.000502507943552862	Both up	Same
CNAG_05377	1.74256923395103	0.00101891690927753	1.86551315563981	0.00115511608446758	Both up	Same
CNAG_00964	0.842701020236426	0.00101891690927753	0.539245768310768	0.0113506340388686	Both up	Same
CNAG_03499	0.659405791129409	0.00101891690927753	0.553055323652429	0.00339656476290027	Both up	Same
CNAG_00711	0.968226377176389	0.00102024241222248	0.809499484613841	0.00335409872751288	Both up	Same
CNAG_06816	1.27323836136172	0.00102406410629962	1.01295532715332	0.00388386497839082	Both up	Same
CNAG_06162	-1.34088633306715	0.0010277056013359	-1.16656328550064	0.00338197380882795	Both down	Same
CNAG_06791	1.72821285570144	0.0010277056013359	2.32694156586749	0.000449570384912913	Both up	Same
CNAG_06526	0.760982961477826	0.00102973131307821	0.885322851132763	0.000811363581745617	Both up	Same
CNAG_04607	-1.06685347846483	0.00102973131307821	-0.825983580183859	0.00526336217395086	Both down	Same
CNAG_06161	0.679525331201482	0.001030839530897	0.78805674794058	0.000831293683478824	Both up	Same
CNAG_02583	-1.1369272405537	0.00103293559319262	-1.21656569692554	0.00135279806867602	Both down	Same
CNAG_03669	-0.72525116388061	0.00103293559319262	-0.695194143809356	0.00209621722162979	Both down	Same
CNAG_04631	-1.04486796493162	0.00103510489179037	-1.13477211985399	0.00134667572942256	Both down	Same
CNAG_07609	-0.966318395220411	0.00104202939652088	-0.939938709224368	0.00200096372777269	Both down	Same
CNAG_03539	-1.81387062325714	0.00104518398569356	-1.8045728657319	0.00196578965084027	Both down	Same
CNAG_03184	-1.54478007483902	0.00104518398569356	-1.62789953926562	0.00154272763157469	Both down	Same
CNAG_06962	1.22187070032232	0.00104582920480653	1.23168911906365	0.00150696442050464	Both up	Same
CNAG_05607	1.82738695485464	0.00105482169920807	2.11759205613452	0.000802305160743123	Both up	Same
CNAG_00670	-0.880392782549034	0.00105482169920807	-0.794129376112398	0.00278851121839502	Both down	Same
CNAG_05256	0.794512325413764	0.00105753087878289	0.726528134425787	0.00235911700393037	Both up	Same
CNAG_03517	1.29559345598454	0.00105753087878289	1.6329785772077	0.000554565600527469	Both up	Same
CNAG_04750	1.12360468294494	0.00105753087878289	1.38340007314563	0.000645043850185449	Both up	Same
CNAG_07572	-0.819074969693571	0.00106580554857518	-0.82439120127855	0.00174329600369991	Both down	Same
CNAG_03769	0.768232714367388	0.00106580554857518	0.990097837679898	0.000525696033168915	Both up	Same
